"80","2","6","9","10000","5","10","due",,"102201L601",,,,,"no",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,"yes",NULL,NULL,NULL,NULL,"No",NULL,NULL,"Feb,2023",NULL,"2022-10-14 11:33:29",NULL
"81","2","6","9","10000","6","10","due",,"102201L601",,,,,"no",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,"yes",NULL,NULL,NULL,NULL,"No",NULL,NULL,"Mar,2023",NULL,"2022-10-14 11:33:29",NULL
"82","2","6","9","10000","7","10","due",,"102201L601",,,,,"no",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,"yes",NULL,NULL,NULL,NULL,"No",NULL,NULL,"Apr,2023",NULL,"2022-10-14 11:33:29",NULL
"83","2","6","9","10000","8","10","due",,"102201L601",,,,,"no",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,"yes",NULL,NULL,NULL,NULL,"No",NULL,NULL,"May,2023",NULL,"2022-10-14 11:33:29",NULL
"84","2","6","9","10000","9","10","due",,"102201L601",,,,,"no",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,"yes",NULL,NULL,NULL,NULL,"No",NULL,NULL,"Jun,2023",NULL,"2022-10-14 11:33:29",NULL
"85","2","6","9","10000","10","10","due",,"102201L601",,,,,"no",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,"yes",NULL,NULL,NULL,NULL,"No",NULL,NULL,"Jul,2023",NULL,"2022-10-14 11:33:29",NULL
"86","10","6","9","10000","1","10","due",,"102201L602",,,,,"no",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,"yes",NULL,NULL,NULL,NULL,"No",NULL,NULL,"Oct,2022",NULL,"2022-10-14 11:33:32",NULL
"87","10","6","9","10000","2","10","due",,"102201L602",,,,,"no",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,"yes",NULL,NULL,NULL,NULL,"No",NULL,NULL,"Nov,2022",NULL,"2022-10-14 11:33:32",NULL
"88","10","6","9","10000","3","10","due",,"102201L602",,,,,"no",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,"yes",NULL,NULL,NULL,NULL,"No",NULL,NULL,"Dec,2022",NULL,"2022-10-14 11:33:32",NULL
"89","10","6","9","10000","4","10","due",,"102201L602",,,,,"no",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,"yes",NULL,NULL,NULL,NULL,"No",NULL,NULL,"Jan,2023",NULL,"2022-10-14 11:33:32",NULL
